id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
5318866,Newly Built Petit Hotel ! FREE breakfast & cafe.,1258947,Koichi (Ken),,Taito Ku,35.71572,139.79057,Private room,9626,4,26,2019-02-08,0.44,3,0
5319992,"Kokubunji 10min!!Easy to Tokyo,Shinjuku&Kichijoji",21027438,Ai,,Koganei Shi,35.70349,139.48582,Entire home/apt,4492,3,81,2019-12-02,1.30,5,143
5322905,"TOKYO!! JAPANESE STUDIO, WIFI,  KOKUBUNJI2",21027438,Ai,,Kokubunji Shi,35.70366,139.48405,Entire home/apt,4492,3,65,2020-03-27,1.04,5,165
5322944,"TOKYO!! STUDIO, WIFI, JAPANESE KOKUBUNJI3!!",21027438,Ai,,Kokubunji Shi,35.70471,139.48374,Entire home/apt,6524,7,67,2020-03-20,1.08,5,164
5380507,Good access to Shinjuku&Nakano 沼袋駅,26407522,Yoko,,Nakano Ku,35.72219,139.66795,Entire home/apt,5348,2,130,2020-01-25,2.11,5,57
5407938,Heart of Shinjuku/Free Pocket Wifi/Homey^^,28035085,Koichi,,Shinjuku Ku,35.69518,139.7098,Entire home/apt,9975,3,283,2020-04-05,4.56,2,263
5410242,Steve's International Guest Place,28045851,Steve,,Suginami Ku,35.70055,139.60022,Entire home/apt,6952,4,51,2019-12-14,0.97,1,122
5414578,One Room Apartment with own bathroom (A3),25865449,Seungkwan,,Shinjuku Ku,35.70051,139.70569,Entire home/apt,11048,3,15,2019-07-16,0.68,22,241
5447082,Roppongi/Akasaka Extremely CLEAN!!!,28254151,Radoslaw,,Minato Ku,35.66866,139.73212,Entire home/apt,6524,30,96,2020-02-05,1.55,2,0
5464293,Finest Cafe/Bar/Hotel 3F in Asagaya TOKYO /w WIFI,28340699,Kimmy And Dee,,Suginami Ku,35.70448,139.63776,Entire home/apt,6524,30,134,2020-01-21,2.16,10,179
5464305,Finest Cafe/Bar/Hotel 2F in Asagaya TOKYO /w WIFI,28340699,Kimmy And Dee,,Suginami Ku,35.70509,139.63584,Entire home/apt,5990,30,123,2020-03-06,1.99,10,169
5464317,IZAKAYA & FOOD HEAVEN SANCHA TOKYO!,28340699,Kimmy And Dee,,Setagaya Ku,35.64428,139.67274,Entire home/apt,5990,30,176,2020-02-07,2.84,10,168
5470170,Welcome! culture lovers and artists,27493639,Ayako,,Setagaya Ku,35.63597,139.60722,Private room,3969,1,128,2019-07-15,2.04,1,179
5516726,10min to Shinjuku:Mt. Fuji view from the rooftop,24781998,Airin,,Nakano Ku,35.72104,139.64118,Private room,14974,1,23,2019-05-01,0.37,1,174
5527486,One-Room Apartment with own Bathroom (A2),25865449,Seungkwan,,Shinjuku Ku,35.69917,139.70641,Entire home/apt,9010,3,13,2019-07-14,0.21,22,241
5562958,Room in Central Tokyo!,24339628,Taichiro,,Shinagawa Ku,35.59745,139.72747,Private room,5027,1,82,2020-01-07,1.31,4,148
5563021,Room in Central Tokyo!!,24339628,Taichiro,,Shinagawa Ku,35.59853,139.72943,Private room,5990,1,75,2019-12-26,1.21,4,146
5564391,*SACRED FOREST 神の森* Natural Stylish Healing ♡ Cozy,28837813,InstaHomes,,Nakano Ku,35.73045,139.66597,Private room,3209,1,207,2020-04-20,4.70,3,237
5572336,"Cozy shared house near SKYTREE, ASAKUSA, UENO! 205",1517461,Kenji,,Sumida Ku,35.7115,139.83059,Private room,3003,30,77,2020-03-23,1.24,3,290
5583920,One-Room Apartment with Own Bathroom (A5-1),25865449,Seungkwan,,Shinjuku Ku,35.70111,139.70565,Entire home/apt,15982,3,16,2020-02-01,0.26,22,3
5585604,Two-bedroom Apartment with Own Bathroom,25865449,Seungkwan,,Shinjuku Ku,35.69983,139.7056,Private room,16196,3,14,2019-10-22,0.23,22,296
5595448,One-Room Apartment with own Bathroom (A2),25865449,Seungkwan,,Shinjuku Ku,35.70058,139.70615,Entire home/apt,9010,3,14,2019-07-15,0.23,22,241
5620131,Roppongi arer.Narita 85 .Haneda 30 min(1 ~3 beds),32575084,Shie,,Minato Ku,35.64741,139.73647,Private room,5990,30,9,2019-07-29,0.15,4,365
5633430,Furnished Private Apt. 412 www.airbnb.jp/c/a87d19,17736560,ﾀﾂﾛｳ (Taturo),,Nakano Ku,35.73453,139.63146,Entire home/apt,7487,3,39,2020-01-01,0.63,10,90
5636340,"Cozy shared house near SKYTREE, ASAKUSA, UENO! 204",1517461,Kenji,,Sumida Ku,35.71081,139.83021,Private room,3540,30,73,2020-02-11,1.18,3,356
5641920,#312 Furnished Private Apt.,17736560,ﾀﾂﾛｳ (Taturo),,Nakano Ku,35.73475,139.63323,Entire home/apt,7273,3,24,2020-01-02,0.39,10,90
5643408,One Room Apartment with own bathroom (A3),25865449,Seungkwan,,Shinjuku Ku,35.70101,139.70589,Entire home/apt,11048,3,16,2019-11-16,0.27,22,241
5655387,BLENDIA Share house : Homestay #1,29311815,Motoki,,Shinagawa Ku,35.62619,139.70798,Shared room,2353,1,210,2020-02-23,3.38,6,300
5661072,Shinjuku Hyakunincho 3mins to JR station,21504159,Michi,,Shinjuku Ku,35.70035,139.6967,Entire home/apt,9975,3,115,2020-01-18,1.86,17,179
5719870,東京駅まで13分､新小岩駅徒歩3分のﾘｯﾁ!隣商店街あり､便利!,29410164,JCK Residence,,Katsushika Ku,35.71659,139.85775,Entire home/apt,14974,3,90,2020-01-15,1.45,4,258
5726170,KCAM,7989630,Kouki,,Musashino Shi,35.70779,139.56993,Private room,10404,4,54,2019-10-22,0.89,1,0
5730246,"便利,干净,convenient,cheap,center Tokyo",24087904,Rinrin,,Bunkyo Ku,35.72822,139.76347,Entire home/apt,5455,1,190,2019-11-30,3.08,6,303
5730491,BLENDIA Share house : Homestay #2,29311815,Motoki,,Shinagawa Ku,35.62578,139.70807,Shared room,2353,1,182,2020-03-21,2.93,6,90
5730522,BLENDIA Share house : Homestay #3,29311815,Motoki,,Shinagawa Ku,35.6259,139.70805,Shared room,2353,1,181,2020-03-07,2.91,6,325
5738050,Enjoy local life in Tokyo,29758027,Chieko,,Ota Ku,35.57153,139.6929,Entire home/apt,5455,3,130,2020-04-20,2.10,1,196
5780815,Roppongi area(1~2Person ),32575084,Shie,,Minato Ku,35.64763,139.73625,Private room,4813,30,11,2020-01-30,0.19,4,365
5815307,Hiroo & Ebisu Cozy Room 1,19615511,Panda,,Shibuya Ku,35.64757,139.71994,Entire home/apt,6972,2,97,2020-02-10,1.60,4,0
5815506,東京根津ｽﾃﾝﾄﾞｸﾞﾗｽ美術館&ｹﾞｽﾄﾊｳｽ(Since 2008),18289292,武男,,Bunkyo Ku,35.71887,139.76458,Private room,4920,2,31,2020-03-01,2.73,1,329
5816022,Ebisu & Hiroo Cozy Room 2,19615511,Panda,,Shibuya Ku,35.64757,139.71994,Entire home/apt,8450,2,148,2020-02-16,2.42,4,89
5816176,Cosy  room nr. Jiyugaoka/Den-en-chofu,30182326,Hana,,Setagaya Ku,35.59822,139.67414,Private room,9840,2,8,2019-02-17,0.14,1,102
5862514,父島の中心街の一軒家｡ﾋﾞｰﾁまで徒歩3分で､ｽｰﾊﾟｰや飲食店もすぐ側,16313055,Ganji,,Ogasawara Mura,27.09613,142.19356,Private room,8795,3,10,2018-10-02,0.19,2,364
5876019,"Residential area, Peaceful Traditional House 1",20307199,Hotaka,,Higashimurayama Shi,35.76643,139.44514,Private room,3209,2,69,2020-02-19,1.15,3,362
5888568,Good access to Nakano&Shinjuku 沼袋駅  Female 女性 only,26407522,Yoko,,Nakano Ku,35.72206,139.66742,Private room,2896,3,132,2020-03-18,2.21,5,0
5888945,Easy access to Shinjuku&Nakano 沼袋駅 *Female 女性 only,26407522,Yoko,,Nakano Ku,35.72084,139.66659,Private room,3218,3,114,2020-01-21,1.89,5,0
5898156,"Good place, Clean rooms with WiFi",5766088,Ueda,,Setagaya Ku,35.672,139.62084,Entire home/apt,20001,3,24,2019-10-21,0.46,1,363
5932309,"Japanese cosy vintage house, easy access in Tokyo",30745996,Chie,,Kita Ku,35.74408,139.72525,Entire home/apt,9975,2,207,2020-03-22,3.41,1,105
5936568,3Private apartment Tokyo machida,22038803,Suda,,Machida Shi,35.56256,139.46451,Entire home/apt,4492,3,48,2020-04-23,0.79,1,349
5940498,2F Corner Room w/ Comfortable Double Bed,30840659,Guesthouse,,Katsushika Ku,35.76692,139.86497,Private room,2032,2,91,2020-01-03,1.48,5,84
5949669,"#201 Licensed. 7mins Sta,Tatami room. convinient",30883070,Takeshi,,Koto Ku,35.68285,139.81551,Shared room,5241,1,298,2020-03-21,5.06,8,347
5959666,Sweet  pink +pocket wifi:),24230913,Yuni,,Arakawa Ku,35.72919,139.77831,Entire home/apt,9519,3,186,2020-01-21,3.06,8,365
5963368,Near池袋-Trad. JP. villa w/ free wifi,29681737,文娟,,Nerima Ku,35.76436,139.6698,Private room,6952,1,36,2019-06-22,0.61,5,352
5979941,"7min to Station, Japanese style room, Free WiFi",30840659,Guesthouse,,Katsushika Ku,35.76619,139.86607,Private room,5027,2,27,2019-08-16,0.44,5,88
6050643,"Residential area, Peaceful Traditional House 3",20307199,Hotaka,,Higashimurayama Shi,35.76556,139.44458,Entire home/apt,4813,3,54,2020-01-31,0.89,3,321
6065895,SANITIZED★OtsukaSta2min/accessible/SAKURAHOUSE#B05,27335625,Chihiro,,Toshima Ku,35.73171,139.72812,Private room,5041,2,60,2020-04-03,0.99,15,130
6065963,SANITIZED★OtsukaSta2min/accessible/SAKURAHOUSE#B03,27335625,Chihiro,,Toshima Ku,35.73062,139.7277,Private room,5041,2,130,2020-03-16,2.14,15,179
6065964,SANITIZED★OtsukaSta2min/accessible/SAKURAHOUSE#B02,27335625,Chihiro,,Toshima Ku,35.73196,139.72639,Private room,4827,2,100,2020-02-24,1.65,15,176
6079843,25m SHINJUKU/ MUJI with free WiFi,11686184,Yoko,,Kodaira Shi,35.73191,139.4852,Private room,5134,3,137,2020-03-20,2.27,2,250
6120428,"cozy apartment, Free Wi-Fi♪",16362794,Susumu,,Itabashi Ku,35.75913,139.68681,Entire home/apt,6952,3,176,2019-12-29,2.93,1,58
6122133,"NO-1  Mountains,Onsen and Jp-Cuisine in Tokyo!",28596639,Tatsuhiro,,Akiruno Shi,35.72939,139.28372,Private room,4920,1,199,2020-02-25,3.28,5,342
6128894,Room201 Ikebukuro is 5 min by train,24219962,Hiroya,,Kita Ku,35.75787,139.72151,Private room,2032,4,58,2020-04-12,0.97,5,89
6142248,Fully renovated condo Nakameguro,31858645,Masafumi,,Meguro Ku,35.63933,139.70323,Entire home/apt,14011,1,140,2020-04-21,3.69,1,197
6149692,Submarine House,4626879,Sam,,Shibuya Ku,35.67538,139.70363,Entire home/apt,16518,2,159,2019-07-31,2.67,14,336
6157438,ROPPONGI AKASAKA near Midtown!,10307554,John,,Minato Ku,35.67038,139.73386,Entire home/apt,9653,30,101,2019-10-19,1.80,1,364
6164909,Room203 Ikebukuro is 5 min by train,24219962,Hiroya,,Kita Ku,35.75788,139.72151,Private room,2353,3,64,2020-03-13,1.05,5,89
6166571,Room204 Ikebukuro is 5 min by train,24219962,Hiroya,,Kita Ku,35.75786,139.72151,Private room,2994,3,66,2020-02-16,1.13,5,74
6172827,13 min to Disneyland/akihabara,29410164,JCK Residence,,Katsushika Ku,35.71484,139.85499,Private room,5776,3,69,2019-11-18,1.14,4,266
6177805,"Good access to Shinjuku, female guest only",26407522,Yoko,,Nakano Ku,35.72091,139.66816,Private room,3209,3,124,2020-01-31,2.06,5,57
6194398,☆ Anna's house☆,30457696,Anna,,Machida Shi,35.59473,139.40901,Private room,3209,3,44,2019-10-09,0.73,2,362
6206427,Shinjuku!2min walk station!wifi! Luggage 10am!302,1295685,Nick,,Shinjuku Ku,35.69834,139.71153,Entire home/apt,24992,2,249,2020-03-21,4.13,5,154
6229282,The best location as a base of the sightseeing.,22031881,Hideo,,Bunkyo Ku,35.7082,139.76897,Entire home/apt,9546,1,231,2019-11-03,4.00,1,139
6264538,SANITIZED★OtsukaSta2min/accessible/SAKURAHOUSE#B01,27335625,Chihiro,,Toshima Ku,35.7319,139.72785,Private room,4827,2,114,2020-03-07,1.90,15,181
6292260,Shibuyaku-Daikanyamachō House,32717262,Lisa,,Meguro Ku,35.65041,139.69765,Private room,7723,2,126,2020-01-04,2.20,3,1
6305070,(TOKYO)東京の中心!駅から徒歩1分の部屋･渋谷も原宿も浅草も最長25分!,31936413,Mihoko,,Shinagawa Ku,35.61458,139.71498,Private room,4492,1,93,2019-12-30,1.55,1,357
6308465,"60㎡,5beds,3mins to Shibuya Sta",32815136,Miko,,Meguro Ku,35.64214,139.69869,Entire home/apt,17969,2,185,2020-03-23,3.51,3,85
6318227,3BR/2min Station/Welcome family with children,32877707,Hiroko,,Setagaya Ku,35.64165,139.67212,Entire home/apt,23958,1,50,2020-02-09,0.85,1,15
6365363,SHITAMACHI BASE/Quiet new apt.room101/skytree view,33170407,Hiroyoshi,,Sumida Ku,35.71968,139.81082,Entire home/apt,30033,1,21,2019-12-28,0.36,12,268
6374299,5min to Ikebukuro station/ Brown Stone house,30314225,Ryo & Yuri,,Toshima Ku,35.73163,139.73087,Entire home/apt,6865,2,83,2020-01-04,1.39,2,176
6380625,Sunny House in a Leafy Street,33088758,Nayu,,Suginami Ku,35.67905,139.64924,Entire home/apt,16044,1,139,2019-11-26,2.34,1,175
6428968,Tatami/FREE portable Wifi,21858182,Eri,,Katsushika Ku,35.73637,139.84865,Private room,3530,2,156,2020-01-06,2.64,1,56
6436366,Shinjuku!2min walk station!wifi! Luggage 10am!401,1295685,Nick,,Shinjuku Ku,35.69687,139.70886,Entire home/apt,34967,2,265,2020-04-12,4.42,5,156
6439108,Green Apart Right In Shimokitazawa 2min walk!!,10705201,D'S Airbnb,,Setagaya Ku,35.6614,139.66823,Entire home/apt,9947,3,202,2020-04-21,3.39,2,155
6505073,(4) 11mins Shinjuku. 17mins Shibuya. -JR Jujo Sta.,19152993,Sei,,Kita Ku,35.76111,139.71576,Entire home/apt,4064,3,213,2020-01-22,3.63,8,276
6562355,Middle of Shinjuku and Kamakura,2008948,Miharu,,Machida Shi,35.54977,139.45554,Private room,4278,1,33,2020-01-16,0.65,1,117
6592213,ชอบคนไทยHouse(ห้องแบบญี่ปุ่น),34475322,Masaru,,Machida Shi,35.58739,139.48281,Private room,3530,1,124,2020-04-10,2.12,3,22
6595315,3 room!eight beds!free wifi!,29410164,JCK Residence,,Katsushika Ku,35.71503,139.85721,Private room,22996,3,25,2019-01-25,0.44,4,254
6613961,Room205 Ikebukuro is 5 min by train,24219962,Hiroya,,Kita Ku,35.75787,139.72153,Private room,3209,3,39,2020-02-13,0.66,5,61
6617171,Nakameguro: Tranquility Garden Room,15751854,Ziggie,,Meguro Ku,35.64089,139.68748,Private room,5363,30,40,2018-10-01,0.68,3,177
6635417,Akihabara and YANESEN is near!!!!,32764769,Koichi,,Chiyoda Ku,35.7032,139.76885,Entire home/apt,6757,5,171,2020-03-12,3.24,3,160
6636522,Cheap & convenient experience in Tokyo center 203,34735989,Ban,,Bunkyo Ku,35.71706,139.74331,Private room,1497,1,199,2020-03-08,3.64,4,179
6646878,near shibuya quiet residential area,34561184,Tanya & Toshiro,,Setagaya Ku,35.65191,139.66968,Private room,6952,1,88,2019-10-04,1.49,5,343
6648293,Modern flat studio in Shinagawa Area,5749679,Sayoko,,Shinagawa Ku,35.61334,139.72654,Entire home/apt,7808,2,251,2020-04-18,4.25,2,194
6663140,TOTORO HOUSE★TRAIN 2mins!★2xTOILETS★FAST WiFi.,34441930,Tokyo Family,,Arakawa Ku,35.74179,139.78353,Entire home/apt,9975,28,95,2019-09-29,1.71,2,161
6670367,Tokyo Skytree Flat (2 Bedroom)for Family or Couple,31651173,Toshi,,Sumida Ku,35.71299,139.81726,Entire home/apt,10619,1,117,2020-01-24,2.01,1,161
6719865,Yanesen  Traditional Nagaya house,11025259,Takamitsu,,Taito Ku,35.7205,139.76788,Entire home/apt,24134,3,134,2020-02-08,2.30,1,361
6732871,"Ueno,Asakusa,subway2min.3BR,6BED,*Luxuary house*",22601823,Jiyoung,,Taito Ku,35.71145,139.79418,Entire home/apt,31964,2,130,2020-01-25,2.22,2,354
6738906,"★Ueno,Asakusa, subway 2min.2BR,3BED,narita51min",22601823,Jiyoung,,Taito Ku,35.71218,139.79427,Entire home/apt,16947,2,121,2020-02-09,2.05,2,361
6749824,1 hour from the airport.,35340956,Yoshio,,Taito Ku,35.7242,139.77766,Private room,4505,1,110,2020-01-28,2.26,2,346
6750472,Open Sale･Best Location Asakusa,30828383,美香,,Taito Ku,35.71434,139.79047,Entire home/apt,5041,3,196,2020-02-06,3.41,9,0
6768640,SHITAMACHI BASE/Quiet new apt.room102/skytree view,33170407,Hiroyoshi,,Sumida Ku,35.71959,139.81139,Entire home/apt,30033,1,40,2020-03-21,0.70,12,278
6785470,DOMUS MUSASHINO -Sakura View-,35525878,Kanako,,Kodaira Shi,35.72607,139.51101,Entire home/apt,5026,5,59,2020-03-31,1.05,1,289
6800607,#313 Private Cozy Apt. in Tokyo,17736560,ﾀﾂﾛｳ (Taturo),,Nakano Ku,35.7347,139.63064,Entire home/apt,4492,3,34,2019-12-11,0.58,10,90
6803014,"Mid-Tokyo, Nature-Rich - Designer""Tiny"" House",35614067,Kan,,Minato Ku,35.63463,139.72773,Entire home/apt,9733,2,135,2020-03-10,2.32,1,108
6805147,"最适合家族旅游的新型民宿,期待您的光临!",35623696,巍,,Adachi Ku,35.77096,139.77914,Entire home/apt,16792,2,85,2019-11-23,1.51,1,175
6812578,"Female,Couple/Less 15min to Shibuya",26386727,Mami,,Meguro Ku,35.6215,139.70127,Private room,8022,2,157,2020-02-23,2.74,1,24
6815505,Omotesando House.表参道/南青山.,35684204,Junko,,Minato Ku,35.66494,139.7189,Entire home/apt,6845,2,130,2020-02-18,2.27,2,235
6837981,SHITAMACHI BASE/Quiet new apt.room103/skytree view,33170407,Hiroyoshi,,Sumida Ku,35.71844,139.81103,Entire home/apt,30033,1,40,2020-01-04,0.68,12,274
6838363,SHITAMACHI BASE/Quiet new apt.room201/skytree view,33170407,Hiroyoshi,,Sumida Ku,35.71891,139.81152,Entire home/apt,30033,1,35,2019-11-15,0.61,12,251
6838964,SHITAMACHI BASE/Quiet new apt.room202/skytree view,33170407,Hiroyoshi,,Sumida Ku,35.72039,139.81139,Entire home/apt,30033,1,29,2020-01-03,0.50,12,243
6854721,Decoboco+,21769906,Decoboco,,Koto Ku,35.68083,139.81546,Entire home/apt,8045,2,132,2020-02-15,2.25,3,0
6856801,Nishi-Ogikubo 1BR Studio Type-B (SSH1BRS-B) 5F,18776800,LiveinAsia,,Suginami Ku,35.70402,139.5977,Entire home/apt,11979,6,46,2020-02-17,0.86,19,209
6859825,Room103 Ikebukuro is 5 min by train,24219962,Hiroya,,Kita Ku,35.75788,139.72153,Private room,2032,4,40,2019-07-16,0.68,5,89
6874108,[M4A] Shinjuku/Shin-Okubo 5 min Comfy Real Beds,20957992,Cookie,,Shinjuku Ku,35.70187,139.70652,Entire home/apt,13193,2,128,2020-01-06,2.21,12,302
6875368,One hour from the (Website hidden by Airbnb) access to all,35340956,Yoshio,,Taito Ku,35.72413,139.77771,Private room,4505,1,115,2020-01-22,1.99,2,328
6914633,☆KOUENJI 5min / SHINJUKU 9min (Free WiFi) ☆,33705289,Tomomasa,,Suginami Ku,35.70387,139.65376,Entire home/apt,7487,1,219,2020-02-11,3.75,3,284
6939875,"Woman,family&couples only.",35828905,Kanako,,Shinagawa Ku,35.61031,139.72065,Private room,3957,1,153,2020-03-02,2.63,1,263
6939941,"#301Good access 2 central Tokyo,7mins Sta",30883070,Takeshi,,Koto Ku,35.68288,139.81552,Entire home/apt,5027,1,305,2020-03-24,5.19,8,235
6975801,"Japanese Modern Studio, 2 stops to Shinjuku (#2)",36396507,Yuka,,Shibuya Ku,35.67722,139.68068,Entire home/apt,49984,1,143,2020-04-17,2.45,6,118
7038511,3番伝統日本家屋都内には珍しい东京日本Free Wifi-2,29681737,文娟,,Nerima Ku,35.76334,139.66873,Private room,7808,1,51,2019-11-11,0.88,5,361
7038739,伝統日本家屋都内には珍しい东京日本Free Wifi,29681737,文娟,,Nerima Ku,35.76428,139.6684,Private room,6845,1,24,2019-08-12,0.42,5,357
7043818,Shinjuku area ♪ quiet Tokyo ♪ monthly available,34076095,Yumi,,Shinjuku Ku,35.68771,139.72077,Entire home/apt,13944,5,146,2019-10-21,2.51,2,185
7057399,Tokyo JRHiraiSt. take a walk 9minutes apartment102,37012733,Mariko,,Edogawa Ku,35.70339,139.84253,Entire home/apt,3957,14,42,2020-01-09,0.85,3,148
7074127,traditional Japanese style house,29606498,Enomoto,,Adachi Ku,35.77822,139.79214,Private room,6952,2,54,2019-11-03,0.93,1,179
7076064,Relax with tatami room in Ikebukuro,36992850,真由美,,Toshima Ku,35.72386,139.71242,Private room,5470,3,155,2020-02-26,2.71,3,3
7076299,"My office, You stay at night, I work at daytime",14454185,Kazumasa,,Minato Ku,35.65148,139.73342,Private room,4492,1,132,2020-03-10,2.31,2,11
7076818,"GINZA 5min,TOKYO st 2min,AKIHABARA",30939601,Mayumi,,Chiyoda Ku,35.69643,139.76861,Entire home/apt,18020,28,24,2018-10-10,0.41,1,363
7094852,Sweet fantasy house / Free-Wi-Fi,35051740,Yasuko&Rintaro,,Toshima Ku,35.73069,139.69825,Entire home/apt,14011,2,207,2019-10-23,3.53,3,153
7095347,"IKEBUKURO Japanese ""Mingei"" room",35051740,Yasuko&Rintaro,,Toshima Ku,35.73652,139.7116,Entire home/apt,14051,2,235,2020-01-27,4.04,3,207
7116758,"Serviced Apt 1  ""My Tokyo"" - Tokyo Station & Ginza",37283120,MyTokyo,,Chuo Ku,35.67506,139.77507,Hotel room,9975,31,55,2018-10-28,0.95,4,364
7123125,Condo 201 (Fully Renovated Flat in Central Tokyo),37312047,Kae,,Minato Ku,35.65892,139.75449,Entire home/apt,16044,30,66,2018-08-15,1.15,3,179
7136098,☆☆KOUENJI 5min / SHINJUKU 10min Free WiFi ☆☆,33705289,Tomomasa,,Suginami Ku,35.70361,139.6545,Entire home/apt,7808,1,94,2020-03-16,1.62,3,263
7162899,☆Japanese-style guest house near Asakusa & Skytree,37087932,Keita,,Sumida Ku,35.70944,139.80193,Private room,3969,2,246,2019-11-28,4.45,3,32
7170836,直通新宿/秋叶原/东京/成田机场/独栋整租二厕二卫 最大12人入住/步行9分天然温泉/车站接送行李,37525225,爽,,Katsushika Ku,35.72358,139.85843,Entire home/apt,22996,1,97,2020-01-21,3.23,2,0
7217107,#212 Good access. Convenient. 7mins to Sta.,30883070,Takeshi,,Koto Ku,35.68288,139.81552,Entire home/apt,2460,1,262,2020-03-16,4.52,8,338
7227038,"Azabu- spacious apt,Hammock♥",37836517,Akari,,Minato Ku,35.65584,139.73425,Entire home/apt,18504,1,203,2020-03-29,3.47,1,319
7281726,Reiko's cosy flat near Tamagawa University,38131090,怜子,,Machida Shi,35.55907,139.46027,Entire home/apt,9947,1,36,2020-02-23,0.90,1,0
7310511,#214 Good access. Convenient. 7mins to Sta.,30883070,Takeshi,,Koto Ku,35.68288,139.81552,Entire home/apt,2460,1,231,2020-03-20,4.00,8,288
7310945,"""T-ROOMS"" near Ginza & Tsukiji #C",38303856,Michihiro,,Chuo Ku,35.68184,139.78247,Private room,2995,30,38,2020-01-21,0.65,5,232
7322455,Takahata Apartment 105,13088224,Rickie,,Hino Shi,35.66515,139.4122,Entire home/apt,2567,5,17,2020-03-31,0.30,10,0
7349832,Tokyo JRHirai St. take a walk9minutes apartment101,37012733,Mariko,,Edogawa Ku,35.70165,139.84284,Entire home/apt,4492,14,62,2020-02-18,1.08,3,134
7351459,A lot of sunshine,38520116,Yoko,,Shinjuku Ku,35.71063,139.6959,Entire home/apt,9975,2,184,2020-01-31,3.70,1,169
7353004,"Riversideroom Shinjuku28min, Shibuya35min 3persons",38526810,Yoshi,,Hino Shi,35.68455,139.3941,Entire home/apt,3209,5,27,2020-02-25,0.91,1,353
7358397,"Peaceful Riverside View, Asakusa",37545792,Harumi,,Taito Ku,35.70509,139.79442,Entire home/apt,15982,2,160,2020-03-21,2.86,1,0
7367236,Beautiful Apt in City for 9,29608275,Osamu,,Shinjuku Ku,35.68625,139.72434,Entire home/apt,15017,1,241,2020-03-25,4.16,2,25
7370013,#302 Private room. 3 people ok. 7mins from Sta.,30883070,Takeshi,,Koto Ku,35.68288,139.81552,Entire home/apt,6952,1,264,2020-03-19,4.54,8,345
7389965,#213 ToeiShinjuku&Hanzomon. Sake&tea. 7min to Sta.,30883070,Takeshi,,Koto Ku,35.68288,139.81552,Entire home/apt,2460,1,238,2020-03-27,4.15,8,338
7393044,#211 Good access. Convenient. 7mins to Sta.,30883070,Takeshi,,Koto Ku,35.68288,139.81552,Entire home/apt,2460,1,231,2020-04-13,3.98,8,358
7406024,Cozy House near Ajinomoto Studium TUFS/ICU/ASIJ,36829680,Jimmy'S Family,,Fuchu Shi,35.67305,139.51325,Entire home/apt,9840,3,62,2020-02-11,1.10,1,173
7430129,LEGALCOURT Hideaways,38919757,Max Masaking,,Akiruno Shi,35.72626,139.29516,Entire home/apt,3957,1,24,2020-02-23,0.62,7,0
